,easting,northing,porosity,permeability,Poisson's ratio,Young's Modulus,water saturation,oil saturation,proppant weight (lbs),pump rate (cubic feet/min)
35,30293.0,53600.0,0.05,0.006999999999999999,0.308,12283754.102,0.1295488282187433,0.8704511717812566,656618.1666639525,342.107430286402
36,30392.0,53600.0,0.03,0.003,0.308,12285039.512,0.12948903409443205,0.870510965905568,877069.8510164041,247.32946456283432
37,30492.0,53600.0,0.03,0.002,0.308,12286173.517,0.12942603806792474,0.8705739619320753,590800.5575205332,355.0057923960687
38,30592.0,53600.0,0.03,0.004,0.308,12287156.772,0.1293598821621766,0.8706401178378234,787921.0696668085,310.6489047787838
39,30692.0,53600.0,0.02,0.001,0.308,12287990.048,0.1292906122668644,0.8707093877331356,1028486.1403124965,357.8401236757052
40,30791.0,53600.0,0.05,0.01,0.308,12288674.218,0.12921827797525465,0.8707817220247454,1182233.325103765,319.7132725573087
41,30891.0,53600.0,0.05,0.011000000000000001,0.308,12289210.262,0.12914293239988,0.8708570676001199,364466.4110261235,250.46096207131126
42,30991.0,53600.0,0.02,0.001,0.308,12289599.255,0.12906463197028814,0.8709353680297118,1042793.5659950308,245.02094769002176
43,31091.0,53600.0,0.02,0.001,0.308,12289842.367,0.12898343621623345,0.8710165637837666,1347669.3138538443,321.19617590485257
44,31191.0,53600.0,0.03,0.003,0.308,12289940.855999999,0.12889940754020304,0.871100592459797,510262.3252503681,354.1913702866892
45,31290.0,53600.0,0.05,0.011000000000000001,0.308,12289896.060999999,0.12881261098259295,0.871187389017407,843235.2165130187,225.1592182780348
46,31390.0,53600.0,0.04,0.005,0.309,12289709.4,0.12872311398308312,0.8712768860169169,775765.3992249328,282.53480620549834
47,31490.0,53600.0,0.02,0.002,0.309,12289382.361,0.1286309861410884,0.8713690138589116,796081.2594781548,352.60692060300653
48,31590.0,53600.0,0.03,0.005,0.309,12288916.499000002,0.1285362989785243,0.8714637010214756,737263.6023887614,281.5072899028627
49,31690.0,53600.0,0.04,0.005,0.309,12288313.431,0.12843912570722474,0.8715608742927753,447763.0270818261,388.9243155009814
50,31789.0,53600.0,0.04,0.006,0.309,12287574.826,0.12833954100312836,0.8716604589968716,146200.14651591147,333.3024355384899
51,31889.0,53600.0,0.03,0.004,0.309,12286702.408,0.1282376207893088,0.8717623792106912,1048849.948472722,360.67226204496484
53,32089.0,53600.0,0.03,0.002,0.309,12284563.240999999,0.12802708253080325,0.8719729174691968,984445.7976400707,391.1494413432724
54,32189.0,53600.0,0.02,0.001,0.309,12283300.146,0.12791862076385813,0.8720813792361419,1227022.648475263,338.3395416895878
55,32288.0,53600.0,0.03,0.003,0.309,12281910.537,0.1278081356885416,0.8721918643114583,502710.9058212717,319.86124448369634
56,32388.0,53600.0,0.04,0.005,0.309,12280396.322,0.12769570659796842,0.8723042934020315,738431.6566464964,339.9065935870258
57,32488.0,53600.0,0.05,0.009000000000000001,0.309,12278759.433,0.12758141297311265,0.8724185870268873,987656.3451509543,316.03575163770006
58,32588.0,53600.0,0.03,0.003,0.309,12277001.826,0.12746533435071974,0.8725346656492803,945158.1601685913,370.9543385338481
59,32687.0,53600.0,0.02,0.001,0.309,12275125.476,0.12734755020359173,0.8726524497964083,516716.70290999993,297.51295229914814
60,32787.0,53600.0,0.06,0.013999999999999999,0.309,12273132.373,0.12722813983275155,0.8727718601672485,651488.1418651076,289.7751542608301
61,32887.0,53600.0,0.04,0.006,0.309,12271024.525,0.12710718227121948,0.8728928177287805,578370.8340742058,293.55384969122815
62,32987.0,53600.0,0.03,0.004,0.309,12268803.949000001,0.12698475619848032,0.8730152438015197,517598.0514114145,314.135619189733
63,33087.0,53600.0,0.04,0.005,0.309,12266472.674,0.1268609398651425,0.8731390601348575,570293.9125685832,306.36329219421884
64,33186.0,53600.0,0.04,0.006,0.309,12264032.738,0.12673581102709575,0.8732641889729043,972719.7716452305,210.23674207026667
65,33286.0,53600.0,0.03,0.002,0.31,12261486.184,0.12660944688838152,0.8733905531116185,600544.2578637247,358.0197477984204
66,33386.0,53600.0,0.07,0.024,0.31,12258835.062,0.1264819240521623,0.8735180759478377,986975.936996748,255.43582425865762
67,33486.0,53600.0,0.03,0.005,0.31,12256081.427000001,0.12635331847904185,0.8736466815209581,858432.5147354612,278.30345317853573
68,33586.0,53600.0,0.03,0.003,0.31,12253227.335,0.12622370545211714,0.8737762945478829,588658.3219603888,284.73616951657823
69,33685.0,53600.0,0.04,0.006,0.31,12250274.849000001,0.126093159548121,0.873906840451879,757809.7607714351,340.96297287347517
70,33785.0,53600.0,0.02,0.002,0.31,12247226.027999999,0.12596175461395098,0.874038245386049,920263.4565552919,196.8208451174554
71,33885.0,53600.0,0.04,0.006999999999999999,0.31,12244082.935,0.12582956374827153,0.8741704362517284,698991.2972594068,232.63790366668118
72,33985.0,53600.0,0.02,0.002,0.31,12240847.634000001,0.12569665928732304,0.8743033407126769,1155960.9109967102,422.50728737845117
73,34084.0,53600.0,0.03,0.003,0.31,12237522.187,0.1255631127947166,0.8744368872052835,1407895.8052708781,368.34796650910164
74,34184.0,53600.0,0.05,0.008,0.31,12234108.655,0.12542899505466149,0.8745710049453386,716501.0067259491,388.7469489374472
75,34284.0,53600.0,0.05,0.01,0.31,12230609.1,0.12529437606813446,0.8747056239318656,856076.2630237717,288.6546452128044
76,34384.0,53600.0,0.04,0.004,0.31,12227025.58,0.12515932505178504,0.8748406749482149,840641.1656224278,363.9280507449652
77,34484.0,53600.0,0.04,0.008,0.31,12223360.152999999,0.1250239104390869,0.8749760895609131,701517.0227861967,291.6842863702942
78,34583.0,53600.0,0.04,0.008,0.31,12219614.874000002,0.1248881998833964,0.8751118001166036,990081.2931738095,279.87233240989616
79,34683.0,53600.0,0.04,0.006,0.31,12215791.795999998,0.1247522602629142,0.8752477397370858,572812.0524288681,210.80350997490402
80,34783.0,53600.0,0.03,0.003,0.31,12211892.969,0.1246161576867615,0.8753838423132385,1158227.4323601592,297.7219629871698
81,34883.0,53600.0,0.05,0.009000000000000001,0.31,12207920.442,0.12447995750263185,0.8755200424973681,346474.0168587837,288.3162762804422
82,34983.0,53600.0,0.05,0.006999999999999999,0.31,12203876.259000001,0.12434372430515425,0.8756562756948457,1501203.846651588,190.464456248851
83,35082.0,53600.0,0.02,0.001,0.31,12199762.463,0.12420752194526527,0.8757924780547347,1180743.533099696,253.5501761193996
84,35182.0,53600.0,0.04,0.005,0.311,12195581.092,0.12407141354011883,0.8759285864598811,374506.2371495708,286.9239106204581
85,35282.0,53600.0,0.03,0.004,0.311,12191334.181,0.12393546148363255,0.8760645385163675,1603336.9663992603,243.96849733534538
86,35382.0,53600.0,0.03,0.005,0.311,12187023.764,0.12379972745728862,0.8762002725427114,976541.3864296605,339.2108089868093
87,35481.0,53600.0,0.01,0.001,0.311,12182651.869,0.1236642724413697,0.8763357275586303,1160324.4753459808,285.3452205828407
88,35581.0,53600.0,0.04,0.008,0.311,12178220.522,0.12352915672618807,0.8764708432738121,974787.6650298913,316.99209195722426
89,35681.0,53600.0,0.03,0.003,0.311,12173731.742999999,0.12339443992362704,0.8766055600763729,658997.4582822223,361.0239216741817
90,35781.0,53600.0,0.03,0.004,0.311,12169187.550999999,0.12326018097846085,0.8767398190215392,520499.0890149915,320.2114781935369
91,35881.0,53600.0,0.02,0.002,0.311,12164589.96,0.1231264381798258,0.8768735618201742,558225.5478086141,233.12709418948086
92,35980.0,53600.0,0.04,0.006999999999999999,0.311,12159940.979,0.12299326917246667,0.8770067308275333,721352.8618475731,336.11667700724126
93,36080.0,53600.0,0.03,0.004,0.311,12155242.615,0.1228607309678644,0.8771392690321356,755625.0031986751,272.56605824338413
94,36180.0,53600.0,0.04,0.005,0.311,12150496.867999999,0.12272887995514872,0.8772711200448513,1083162.2325946232,218.75476039552615
95,36280.0,53600.0,0.03,0.004,0.311,12145705.736,0.122597771911792,0.877402228088208,1551549.8613072038,291.03933888660646
96,36380.0,53600.0,0.04,0.006,0.311,12140871.212000001,0.1224674620140364,0.8775325379859636,498779.0791381913,324.72582024767075
97,36479.0,53600.0,0.02,0.002,0.311,12135995.282,0.12233800484695025,0.8776619951530498,477601.7672266536,321.798751083002
98,36579.0,53600.0,0.05,0.009000000000000001,0.311,12131079.93,0.12220945441431062,0.8777905455856894,956661.0872877244,220.09627333000927
99,36679.0,53600.0,0.05,0.009000000000000001,0.311,12126127.134000001,0.12208186414799678,0.8779181358520032,807556.1316376744,302.6664728752551
49,54381.0,29600.0,0.08,0.034,0.32799999999999996,11117150.235,0.16235848187495674,0.8376415181250433,285018.5530445254,308.37077757022615
99,58954.0,29600.0,0.07,0.025,0.331,10638304.748,0.14161096018082325,0.8583890398191767,1104657.030011976,335.7832668230725
0,71600.0,32600.0,0.06,0.013999999999999999,0.336,9688740.621,0.14098620547546595,0.8590137945245341,413272.9425835631,228.7508115947678
2,71782.0,32600.0,0.08,0.027999999999999997,0.336,9691269.192,0.14222958567149496,0.857770414328505,246909.88317655405,287.8845402714816
4,71964.0,32600.0,0.08,0.027999999999999997,0.336,9694785.207999999,0.14352308269510386,0.8564769173048962,1147684.4170384249,336.4431431117805
6,72146.0,32600.0,0.06,0.016,0.336,9696894.847000001,0.1441877583040227,0.8558122416959772,866703.4032232626,353.6263296002784
8,72328.0,32600.0,0.07,0.023,0.336,9701780.638,0.14555125189444876,0.8544487481055513,577532.3670019684,317.11444405282884
10,72510.0,32600.0,0.07,0.023,0.336,9707507.32,0.14695803305137534,0.8530419669486247,504235.0072298445,349.5052854310694
12,72692.0,32600.0,0.07,0.02,0.336,9714019.351,0.14840549038825568,0.8515945096117443,312520.3383293019,322.3126366870511
14,72874.0,32600.0,0.08,0.027999999999999997,0.336,9721263.527999999,0.14989110534054406,0.8501088946594559,1437007.3943600254,298.13136864071066
16,73056.0,32600.0,0.07,0.017,0.336,9729189.166000001,0.1514124595378983,0.8485875404621017,229013.3188655325,356.17618694395685
18,73237.0,32600.0,0.1,0.043,0.336,9733392.401,0.1521858113391154,0.8478141886608845,121983.29955553432,301.54035428063384
20,73419.0,32600.0,0.08,0.024,0.336,9742250.851,0.15375646598753148,0.8462435340124685,810935.2062813862,305.15092377449537
22,73601.0,32600.0,0.08,0.033,0.336,9751675.338,0.155357265372346,0.8446427346276539,424014.85302304686,243.56627721939358
24,73783.0,32600.0,0.09,0.034,0.336,9761624.104,0.15698614848698886,0.8430138515130111,953689.0022664805,247.01532318634915
26,73965.0,32600.0,0.09,0.036000000000000004,0.336,9772057.773,0.1586411501659133,0.8413588498340867,375755.84706655936,348.961438898457
28,74147.0,32600.0,0.07,0.019,0.336,9777444.767,0.1594778564562789,0.8405221435437211,923214.1307968198,295.00809632523016
30,74329.0,32600.0,0.08,0.027999999999999997,0.336,9788536.896,0.16116854976470624,0.8388314502352937,886199.8413186447,357.47932174708467
32,74511.0,32600.0,0.08,0.022000000000000002,0.336,9800025.151,0.16288083772280834,0.8371191622771916,926710.774031899,315.4789941753099
34,74693.0,32600.0,0.09,0.035,0.336,9811877.553,0.16461305360186046,0.8353869463981396,620707.6043905995,270.8036902489297
36,74875.0,32600.0,0.07,0.018000000000000002,0.336,9824063.957,0.1663636050914375,0.8336363949085626,113782.07674407624,347.3541071483886
38,75057.0,32600.0,0.08,0.033,0.336,9836555.931,0.16813096973530578,0.8318690302646943,600495.597614201,502.3644355976574
40,75239.0,32600.0,0.08,0.023,0.336,9842908.064,0.16902049925414578,0.8309795007458542,879492.435597218,288.3935406779868
42,75421.0,32600.0,0.1,0.039,0.336,9855808.561,0.17081037125686946,0.8291896287431306,210717.3967469643,293.39004746972273
44,75603.0,32600.0,0.07,0.022000000000000002,0.336,9868950.328,0.17261352816918996,0.82738647183081,517074.37387927365,301.18592575195106
46,75785.0,32600.0,0.08,0.027000000000000003,0.336,9882310.083999999,0.17442865973161736,0.8255713402683826,533265.4043651832,338.71082353154236
48,75967.0,32600.0,0.06,0.013999999999999999,0.336,9895865.806,0.1762545081919814,0.8237454918080186,790765.9332456762,308.8710653716962
50,76149.0,32600.0,0.09,0.034,0.336,9902710.594,0.17717107179322986,0.8228289282067702,336722.33647043444,340.7162656081598
52,76331.0,32600.0,0.08,0.027000000000000003,0.336,9916521.508,0.17901074452940524,0.8209892554705948,193566.59992799023,254.8258180048322
54,76512.0,32600.0,0.08,0.027000000000000003,0.336,9930478.275,0.1808581995456945,0.8191418004543055,1183518.4379544551,279.3458318953043
56,76694.0,32600.0,0.08,0.025,0.336,9944562.631000001,0.18271233975592008,0.81728766024408,960827.3445589808,326.82759825969134
58,76876.0,32600.0,0.1,0.035,0.336,9958757.223,0.18457210829331788,0.8154278917066822,663174.9814907763,330.82893950089766
60,77058.0,32600.0,0.09,0.032,0.336,9973045.553,0.1864364863461794,0.8135635136538206,1075824.4392211586,269.91079089722587
62,77240.0,32600.0,0.08,0.032,0.336,9980219.931,0.18737009547478112,0.8126299045252189,735674.2890419023,302.7399625948363
64,77422.0,32600.0,0.09,0.039,0.336,9994619.646,0.1892395559160011,0.8107604440839988,1464698.4688290127,258.0627315416566
66,77604.0,32600.0,0.08,0.034,0.336,10009075.191,0.1911112326644869,0.8088887673355131,846332.4308767315,344.49948063516274
68,77786.0,32600.0,0.08,0.025,0.335,10023572.605,0.1929842254498864,0.8070157745501136,201130.73409774192,286.21583203236105
70,77968.0,32600.0,0.09,0.037000000000000005,0.335,10038098.534,0.19485766428474444,0.8051423357152556,371339.6298291268,278.5062184671549
72,78150.0,32600.0,0.09,0.042,0.335,10045368.175,0.19579428704316432,0.8042057129568356,1489871.7201907113,291.12219675556196
74,78332.0,32600.0,0.06,0.016,0.335,10059913.071,0.1976668266511556,0.8023331733488444,926664.1856070699,261.49710023956106
76,78514.0,32600.0,0.09,0.039,0.335,10074455.488,0.19953776117848712,0.8004622388215129,437657.335683954,326.84515349130686
78,78696.0,32600.0,0.1,0.045,0.335,10088983.875,0.2014063166362985,0.7985936833637015,608144.2143086161,255.7979050246849
80,78878.0,32600.0,0.07,0.019,0.335,10103487.104,0.2032717440315413,0.7967282559684588,876472.5621705261,413.51730993749635
82,79060.0,32600.0,0.09,0.032,0.335,10117954.438,0.20513331845289734,0.7948666815471026,466487.1855478257,327.1016645820892
84,79242.0,32600.0,0.09,0.036000000000000004,0.335,10125171.386,0.2060624406417938,0.7939375593582062,742035.5663737366,292.70032311086567
86,79424.0,32600.0,0.08,0.025,0.335,10139565.508,0.20791692704102485,0.7920830729589752,1903533.4807897357,334.9301449314785
88,79606.0,32600.0,0.07,0.022000000000000002,0.335,10153898.365,0.209765848265341,0.7902341517346589,659767.4761157804,378.0968339737537
90,79787.0,32600.0,0.07,0.019,0.335,10168160.312,0.2116085576188408,0.7883914423811592,374674.0811892325,214.6609803231757
92,79969.0,32600.0,0.05,0.011000000000000001,0.335,10182341.947,0.21344442931064286,0.7865555706893571,286202.6627970693,279.13394782174873
94,80151.0,32600.0,0.06,0.009000000000000001,0.335,10196434.078,0.21527285793240827,0.7847271420675918,1193002.7516191222,295.79086977615987
96,80333.0,32600.0,0.06,0.012,0.335,10203443.757000001,0.216184097360104,0.7838159026398961,934947.3393891256,260.76676697936955
98,80515.0,32600.0,0.05,0.008,0.335,10217384.785,0.2180002696971262,0.7819997303028738,784697.1356232441,300.6944260258863
0,70900.0,82000.0,0.05,0.011000000000000001,0.344,10405660.516,0.16734218002777346,0.8326578199722265,722576.7587093377,344.9462981360887
2,70933.0,82000.0,0.05,0.011000000000000001,0.344,10405660.516,0.16734218002777346,0.8326578199722265,608848.3631703311,297.27333474296904
4,70965.0,82000.0,0.04,0.006999999999999999,0.344,10409899.44,0.16728824658613786,0.8327117534138622,1626122.738267173,267.8759805469505
6,70998.0,82000.0,0.04,0.006999999999999999,0.344,10409899.44,0.16728824658613786,0.8327117534138622,819121.0872888925,325.20933652483257
8,71031.0,82000.0,0.04,0.006999999999999999,0.344,10409899.44,0.16728824658613786,0.8327117534138622,689444.0863776236,292.1053037151778
10,71064.0,82000.0,0.06,0.013999999999999999,0.344,10413932.179,0.16722451410407785,0.8327754858959222,1050316.4427584321,224.46610822045142
12,71096.0,82000.0,0.06,0.013999999999999999,0.344,10413932.179,0.16722451410407785,0.8327754858959222,1079199.6610215579,295.0363624269732
14,71129.0,82000.0,0.06,0.013999999999999999,0.344,10413932.179,0.16722451410407785,0.8327754858959222,720196.0885631717,334.0335241179588
16,71162.0,82000.0,0.05,0.01,0.344,10417758.909,0.16715100764700158,0.8328489923529985,622069.5330862857,296.1124571444097
18,71195.0,82000.0,0.05,0.01,0.344,10417758.909,0.16715100764700158,0.8328489923529985,824515.042425936,245.6801475348716
20,71227.0,82000.0,0.05,0.01,0.344,10417758.909,0.16715100764700158,0.8328489923529985,1321456.977977427,299.51860291535525
22,71260.0,82000.0,0.04,0.005,0.344,10421379.87,0.16706775464836401,0.832932245351636,1837163.741614881,313.76981580891294
24,71293.0,82000.0,0.04,0.005,0.344,10421379.87,0.16706775464836401,0.832932245351636,907767.707538772,272.81164103659125
26,71326.0,82000.0,0.04,0.005,0.344,10421379.87,0.16706775464836401,0.832932245351636,844298.4428158135,366.4147913709261
28,71358.0,82000.0,0.06,0.012,0.344,10424795.356,0.16697478488686174,0.8330252151131382,770464.0266193666,264.3954642778336
30,71391.0,82000.0,0.06,0.012,0.344,10424795.356,0.16697478488686174,0.8330252151131382,945625.2574347169,261.7103102857191
32,71424.0,82000.0,0.06,0.012,0.344,10424795.356,0.16697478488686174,0.8330252151131382,985183.2928902468,400.79076454731904
34,71457.0,82000.0,0.05,0.01,0.344,10428005.723,0.16687213046133367,0.8331278695386664,467197.4393517675,288.3992377481828
36,71489.0,82000.0,0.05,0.01,0.344,10428005.723,0.16687213046133367,0.8331278695386664,387775.82265483186,285.98852702570184
38,71522.0,82000.0,0.05,0.01,0.344,10428005.723,0.16687213046133367,0.8331278695386664,670092.7222251359,396.73751559381446
40,71555.0,82000.0,0.04,0.006999999999999999,0.344,10431011.382000001,0.16675982576449186,0.8332401742355081,721827.6376813326,285.00473640051035
42,71588.0,82000.0,0.04,0.006999999999999999,0.344,10431011.382000001,0.16675982576449186,0.8332401742355081,601706.1021826103,266.17359276368666
44,71620.0,82000.0,0.04,0.006999999999999999,0.344,10431011.382000001,0.16675982576449186,0.8332401742355081,1154847.697217484,279.09932168482396
46,71653.0,82000.0,0.03,0.004,0.344,10433812.797,0.16663790745487844,0.8333620925451215,1505676.9589388154,304.90103757470666
48,71686.0,82000.0,0.03,0.004,0.344,10433812.797,0.16663790745487844,0.8333620925451215,911801.0548275559,292.96434508608746
50,71718.0,82000.0,0.03,0.004,0.344,10433812.797,0.16663790745487844,0.8333620925451215,645920.4632105639,246.48659656816884
52,71751.0,82000.0,0.05,0.01,0.344,10436410.49,0.16650641442729275,0.8334935855727073,936149.3936354831,331.7318696004108
54,71784.0,82000.0,0.05,0.01,0.344,10436410.49,0.16650641442729275,0.8334935855727073,1418688.028291979,334.43430243858023
56,71817.0,82000.0,0.05,0.01,0.344,10436410.49,0.16650641442729275,0.8334935855727073,225137.54550306007,243.1725255204475
58,71849.0,82000.0,0.05,0.01,0.344,10436410.49,0.16650641442729275,0.8334935855727073,1346753.3121097402,407.885257693265
60,71882.0,82000.0,0.03,0.004,0.34299999999999997,10438805.033,0.16636538778199642,0.8336346122180036,986822.5027605577,355.02662567859466
62,71915.0,82000.0,0.03,0.004,0.34299999999999997,10438805.033,0.16636538778199642,0.8336346122180036,565449.1146178339,304.16424714929144
64,71948.0,82000.0,0.03,0.004,0.34299999999999997,10438805.033,0.16636538778199642,0.8336346122180036,977379.6097958038,336.3771545692641
66,71980.0,82000.0,0.05,0.009000000000000001,0.34299999999999997,10440997.049,0.16621487079254593,0.8337851292074541,465608.5605597857,268.58351572005085
68,72013.0,82000.0,0.05,0.009000000000000001,0.34299999999999997,10440997.049,0.16621487079254593,0.8337851292074541,855825.6435680523,333.66379286880334
70,72046.0,82000.0,0.05,0.009000000000000001,0.34299999999999997,10440997.049,0.16621487079254593,0.8337851292074541,429735.4480840792,299.2170541174285
72,72079.0,82000.0,0.05,0.013000000000000001,0.34299999999999997,10442987.211000001,0.16605490887232316,0.8339450911276769,985684.9839192132,301.76565197099995
74,72111.0,82000.0,0.05,0.013000000000000001,0.34299999999999997,10442987.211000001,0.16605490887232316,0.8339450911276769,814452.5239372359,269.9773300966796
76,72144.0,82000.0,0.05,0.013000000000000001,0.34299999999999997,10442987.211000001,0.16605490887232316,0.8339450911276769,583578.7110839868,371.1053204871753
78,72177.0,82000.0,0.03,0.002,0.34299999999999997,10444776.241,0.16588554954030424,0.8341144504596958,602830.8819656429,340.94111432426945
80,72210.0,82000.0,0.03,0.002,0.34299999999999997,10444776.241,0.16588554954030424,0.8341144504596958,700692.5396976729,361.5350308664112
82,72242.0,82000.0,0.03,0.002,0.34299999999999997,10444776.241,0.16588554954030424,0.8341144504596958,1098779.3636574151,321.53021570674116
84,72275.0,82000.0,0.04,0.005,0.34299999999999997,10446364.905,0.16570684238547131,0.8342931576145287,645194.307950629,304.75193759638563
86,72308.0,82000.0,0.04,0.005,0.34299999999999997,10446364.905,0.16570684238547131,0.8342931576145287,704630.4203854449,337.87478836649103
88,72341.0,82000.0,0.04,0.005,0.34299999999999997,10446364.905,0.16570684238547131,0.8342931576145287,431562.9305325011,313.7291787631064
90,72373.0,82000.0,0.05,0.009000000000000001,0.34299999999999997,10447754.015,0.16551883903054182,0.8344811609694582,464480.90060765384,367.6009881020353
92,72406.0,82000.0,0.05,0.009000000000000001,0.34299999999999997,10447754.015,0.16551883903054182,0.8344811609694582,896209.0852047579,303.06753439358664
94,72439.0,82000.0,0.05,0.009000000000000001,0.34299999999999997,10447754.015,0.16551883903054182,0.8344811609694582,861923.4605852611,280.7339222194693
96,72471.0,82000.0,0.02,0.002,0.34299999999999997,10448944.427000001,0.16532159309491498,0.834678406905085,961145.4015519643,323.2404098038813
98,72504.0,82000.0,0.02,0.002,0.34299999999999997,10448944.427000001,0.16532159309491498,0.834678406905085,1983537.8774480203,240.71757406446662
0,72900.0,5300.0,0.09,0.043,0.314,9446411.101,0.19212442002083285,0.8078755799791671,652732.5410590294,373.0603791440819
2,73045.0,5300.0,0.11,0.048,0.314,9432859.021,0.19261931556087644,0.8073806844391236,695175.6046227699,298.3979679855509
4,73191.0,5300.0,0.09,0.042,0.314,9405690.738,0.1935887289184069,0.8064112710815932,1343038.2781350724,278.96244555085195
6,73336.0,5300.0,0.11,0.055,0.314,9392076.359,0.19406348194483744,0.8059365180551625,687455.0052520303,220.3095816273237
8,73481.0,5300.0,0.12,0.052000000000000005,0.314,9364791.649,0.19499366740108207,0.805006332598918,1004203.805801722,330.6664819024392
10,73626.0,5300.0,0.08,0.032,0.314,9351123.105,0.19544933332111436,0.8045506666788856,679015.6963740896,335.9097996996468
12,73772.0,5300.0,0.09,0.040999999999999995,0.314,9323738.049,0.19634239060888214,0.8036576093911179,691012.9841063402,320.24891499411467
14,73917.0,5300.0,0.09,0.027999999999999997,0.314,9310023.273,0.19678001122552094,0.8032199887744791,815361.972815754,292.5537322197339
16,74062.0,5300.0,0.08,0.024,0.314,9282553.492,0.19763800232204,0.8023619976779599,854887.2788739004,282.70020726901106
18,74207.0,5300.0,0.07,0.022000000000000002,0.314,9268800.16,0.19805859591038694,0.8019414040896131,793117.2700167124,287.0601850492157
20,74353.0,5300.0,0.09,0.031,0.314,9241260.717,0.19888352788477465,0.8011164721152253,192914.93866904711,311.5239210264688
22,74498.0,5300.0,0.08,0.025,0.314,9227476.208999999,0.1992880818730336,0.8007119181269664,391859.26281660656,144.6254899166501
24,74643.0,5300.0,0.08,0.027999999999999997,0.314,9213682.894,0.19968750264999746,0.8003124973500025,859715.2588985754,281.3688290896744
26,74789.0,5300.0,0.09,0.04,0.314,9186072.915,0.20047136037467195,0.799528639625328,1471633.6914035296,363.1126983106114
28,74934.0,5300.0,0.08,0.03,0.314,9172257.757000001,0.200856001541695,0.799143998458305,1498405.9278203426,363.743247551464
30,75079.0,5300.0,0.09,0.042,0.314,9144610.774,0.20161120772259364,0.7983887922774063,594465.377082621,254.54627344457768
32,75224.0,5300.0,0.08,0.021,0.314,9130780.379,0.20198196783033104,0.7980180321696692,850297.2757501198,297.06035886206257
34,75370.0,5300.0,0.08,0.024,0.314,9103109.262,0.2027102781717892,0.7972897218282109,567313.5285798043,320.5501828524865
36,75515.0,5300.0,0.09,0.038,0.314,9089269.895,0.20306801415978087,0.7969319858402191,491348.2307793461,185.15022166915546
38,75660.0,5300.0,0.1,0.038,0.314,9061586.835,0.20377110043806196,0.7962288995619381,735363.3645146594,410.62495441832857
40,75805.0,5300.0,0.08,0.026000000000000002,0.314,9047744.424,0.2041166271223296,0.7958833728776704,1274006.0273098494,239.45559407289443
42,75951.0,5300.0,0.08,0.024,0.314,9020060.952,0.20479607696593816,0.7952039230340618,706881.0224155388,293.6535617110728
44,76096.0,5300.0,0.1,0.046,0.314,9006221.101,0.20513016728144928,0.7948698327185507,541977.2407484052,292.6927608866376
46,76241.0,5300.0,0.08,0.025,0.314,8992383.296,0.20546061010476305,0.7945393898952371,682259.5648586749,317.07962675428814
48,76387.0,5300.0,0.1,0.044000000000000004,0.314,8964716.115,0.20611087104167364,0.7938891289583263,919774.3074778786,274.23392680254466
50,76532.0,5300.0,0.1,0.047,0.314,8950887.862,0.20643084435843986,0.7935691556415602,665008.6944929702,306.7016159205962
52,76677.0,5300.0,0.09,0.027999999999999997,0.315,8923244.757000001,0.20706085384183545,0.7929391461581645,463453.87352366315,251.4936844183945
54,76822.0,5300.0,0.09,0.038,0.315,8909430.964,0.20737103660697964,0.7926289633930204,616567.7065716857,306.2287705002186
56,76968.0,5300.0,0.08,0.025,0.315,8881821.477,0.2079821142610517,0.7920178857389483,1386233.0138501318,265.43438943102944
58,77113.0,5300.0,0.1,0.038,0.315,8868026.786,0.2082831474993901,0.7917168525006101,1427524.3341049175,270.31279228786605
60,77258.0,5300.0,0.07,0.015,0.315,8840459.949,0.20887653872174133,0.7911234612782587,392759.78057236347,297.2153407906339
62,77403.0,5300.0,0.08,0.031,0.315,8826688.755,0.20916902718514888,0.7908309728148512,932960.5244387044,364.879636129819
64,77549.0,5300.0,0.09,0.034,0.315,8812926.331,0.2094587957591275,0.7905412042408725,423395.42023584206,312.89369710787116
66,77694.0,5300.0,0.06,0.017,0.315,8785429.607,0.21003042045201614,0.7899695795479839,1333678.7950495544,375.5146185562928
68,77839.0,5300.0,0.05,0.011000000000000001,0.315,8771696.197999999,0.2103123971645584,0.7896876028354416,1357485.557871723,250.74946253712798
70,77984.0,5300.0,0.08,0.028999999999999998,0.315,8744261.456,0.21086897199576526,0.7891310280042347,1077694.9474400722,296.2879801923423
72,78130.0,5300.0,0.05,0.013000000000000001,0.316,8730560.973,0.21114368375073708,0.7888563162492629,477695.7743146168,352.8041677334748
74,78275.0,5300.0,0.07,0.02,0.316,8703195.859,0.2116862317042391,0.7883137682957609,1046095.100557563,262.88130484222955
76,78420.0,5300.0,0.08,0.027000000000000003,0.316,8689532.044,0.21195417496717356,0.7880458250328265,815094.4908106229,362.27077745721135
78,78566.0,5300.0,0.08,0.03,0.316,8662243.892,0.2124836598730768,0.7875163401269232,768821.6253795334,291.6516347274138
80,78711.0,5300.0,0.07,0.021,0.316,8648620.34,0.2127453023839576,0.7872546976160424,1071069.9653626978,346.65121527303495
82,78856.0,5300.0,0.1,0.038,0.316,8621416.212000001,0.21326263229556025,0.7867373677044398,655438.0810116434,279.33756930089856
84,79001.0,5300.0,0.09,0.03,0.316,8607836.397,0.21351841473055272,0.7864815852694473,1215778.4616761378,363.3526487076744
86,79147.0,5300.0,0.09,0.03,0.316,8594271.915,0.213772337289104,0.7862276627108961,1318638.3234803148,281.1454650687909
